season	episode_total	episode_season	ep_id	main_segment	air_date	viewers	period	ytid	youtube_link	aligned	checked	subs	ytdate	length	views	likes	comms	duration	syls	wrds
5	126	7	05_07	Crisis pregnancy centers	April 8, 2018	1.13	precovid	4NNpkv3Us1I	https://www.youtube.com/watch?v=4NNpkv3Us1I	NA	NA	NA	2018-04-09	1268	6180424	119319	20000	00:21:08	5225	3323
5	127	8	05_08	Corporate taxes	April 15, 2018	1.23	precovid	RKjk0ECXjiQ	https://www.youtube.com/watch?v=RKjk0ECXjiQ	NA	NA	NA	2018-04-16	963	8502051	103446	6900	00:16:03	4240	2712
5	128	9	05_09	Iran Deal	April 22, 2018	1.19	precovid	5xnZ_CeTqyM	https://www.youtube.com/watch?v=5xnZ_CeTqyM	NA	NA	NA	2018-04-23	1282	10848663	122193	10000	00:21:22	5502	3627
5	129	10	05_10	Rudy Giuliani	May 6, 2018	1.24	precovid	mXQuto1fMp4	https://www.youtube.com/watch?v=mXQuto1fMp4	NA	NA	NA	2018-05-07	937	12602235	136559	6700	00:15:37	3957	2519
5	130	11	05_11	Venezuela	May 13, 2018	1.03	precovid	IYfgvS0FA7U	https://www.youtube.com/watch?v=IYfgvS0FA7U	NA	NA	NA	2018-05-14	1173	9859434	124412	19000	00:19:33	4639	2858
5	131	12	05_12	Rehab	May 20, 2018	1.28	precovid	hWQiXv0sn9Y	https://www.youtube.com/watch?v=hWQiXv0sn9Y	NA	NA	NA	2018-05-21	1147	13333997	134031	8700	00:19:07	5010	3253
5	132	13	05_13	Guardianship	June 3, 2018	1.14	precovid	nG2pEffLEJo	https://www.youtube.com/watch?v=nG2pEffLEJo	NA	NA	NA	2018-06-04	961	6784152	101456	5500	00:16:01	4256	2812
5	133	14	05_14	Stupid Watergate II	June 10, 2018	1.14	precovid	mOVPStnVgvU	https://www.youtube.com/watch?v=mOVPStnVgvU	NA	NA	NA	2018-06-11	1069	8877395	111557	8000	00:17:49	5004	3171
5	134	15	05_15	Xi Jinping	June 17, 2018	1.19	precovid	OubM8bD9kck	https://www.youtube.com/watch?v=OubM8bD9kck	NA	NA	NA	2018-06-18	1226	14618261	179100	18000	00:20:26	5033	3097
5	135	16	05_16	Mexican elections	June 24, 2018	0.94	precovid	8-hahRWhFvg	https://www.youtube.com/watch?v=8-hahRWhFvg	NA	NA	NA	2018-06-25	1208	9435766	115213	12000	00:20:08	4869	3124
5	136	17	05_17	Gene editing	July 1, 2018	1.12	precovid	AJm8PeWkiEU	https://www.youtube.com/watch?v=AJm8PeWkiEU	NA	NA	NA	2018-07-02	1179	11958095	127410	12000	00:19:39	5365	3363
5	137	18	05_18	Workplace sexual harassment	July 29, 2018	0.92	precovid	dHiAls8loz4	https://www.youtube.com/watch?v=dHiAls8loz4	NA	NA	NA	2018-07-30	1724	11886015	173315	19000	00:28:44	7295	4745
5	138	19	05_19	Prosecutors	August 5, 2018	0.99	precovid	ET_b78GSBUs	https://www.youtube.com/watch?v=ET_b78GSBUs	NA	NA	NA	2018-08-06	1184	9310517	105077	6700	00:19:44	5130	3193
5	139	20	05_20	Astroturfing	August 12, 2018	1.03	precovid	Fmh4RdIwswE	https://www.youtube.com/watch?v=Fmh4RdIwswE	NA	NA	NA	2018-08-13	1114	10694351	126994	6800	00:18:34	4995	3198
5	140	21	05_21	Trade	August 19, 2018	1.17	precovid	etkd57lPfPU	https://www.youtube.com/watch?v=etkd57lPfPU	NA	NA	NA	2018-08-20	1273	15004602	159596	12000	00:21:13	5844	3761
5	141	22	05_22	Felony disenfranchisement	September 9, 2018	0.9	precovid	NpPyLcQ2vdI	https://www.youtube.com/watch?v=NpPyLcQ2vdI	NA	NA	NA	2018-09-10	802	5602506	90683	9000	00:13:22	3831	2489
5	142	23	05_23	Facebook	September 23, 2018	1.01	precovid	OjPYmEZxACM	https://www.youtube.com/watch?v=OjPYmEZxACM	NA	NA	NA	2018-09-24	1180	9025395	138961	10000	00:19:40	5148	3230
5	143	24	05_24	Brett Kavanaugh	September 30, 2018	1.16	precovid	opi8X9hQ7q8	https://www.youtube.com/watch?v=opi8X9hQ7q8	NA	NA	NA	2018-10-01	1752	16201500	212041	34000	00:29:12	7270	4723
5	144	25	05_25	Brazilian elections	October 7, 2018	1	precovid	FsZ3p9gOkpY	https://www.youtube.com/watch?v=FsZ3p9gOkpY	NA	NA	NA	2018-10-08	974	5949019	133902	48000	00:16:14	4361	2790
5	145	26	05_26	Saudi Arabia	October 14, 2018	0.92	precovid	ViDPIyiszoo	https://www.youtube.com/watch?v=ViDPIyiszoo	NA	NA	NA	2018-10-15	1090	11119454	142473	13000	00:18:10	4940	3117
5	146	27	05_27	State attorneys general	October 28, 2018	0.92	precovid	UpdMYOtAmKY	https://www.youtube.com/watch?v=UpdMYOtAmKY	NA	NA	NA	2018-10-29	1146	6620529	92635	6200	00:19:06	4654	3007
5	147	28	05_28	Family separation	November 4, 2018	0.65	precovid	ygVX1z6tDGI	https://www.youtube.com/watch?v=ygVX1z6tDGI	NA	NA	NA	2018-11-05	1099	5526241	131008	18000	00:18:19	4943	3151
5	148	29	05_29	Drain the Swamp	November 11, 2018	0.78	precovid	5HS2TstPfW4	https://www.youtube.com/watch?v=5HS2TstPfW4	NA	NA	NA	2018-11-12	997	8628307	109471	8100	00:16:37	4559	2946
5	149	30	05_30	Authoritarianism	November 18, 2018	0.76	precovid	ximgPmJ9A5s	https://www.youtube.com/watch?v=ximgPmJ9A5s	NA	NA	NA	2018-11-19	1108	11222851	160847	19000	00:18:28	4852	3016
6	150	1	06_01	Brexit III	February 17, 2019	1.03	precovid	HaBQfSAVt0s	https://www.youtube.com/watch?v=HaBQfSAVt0s	NA	NA	NA	2019-02-18	1287	15728866	178793	17000	00:21:27	5308	3466
6	151	2	06_02	Psychics	February 24, 2019	0.84	precovid	WhMGcp9xIhY	https://www.youtube.com/watch?v=WhMGcp9xIhY	NA	NA	NA	2019-02-25	1266	17141419	217293	19000	00:21:06	5645	3772
6	152	3	06_03	Automation	March 3, 2019	0.97	precovid	_h1ooyyFkF0	https://www.youtube.com/watch?v=_h1ooyyFkF0	NA	NA	NA	2019-03-04	1188	10077316	149444	13000	00:19:48	5157	3347
6	153	4	06_04	Robocalls	March 10, 2019	1.08	precovid	FO0iG_P0P6M	https://www.youtube.com/watch?v=FO0iG_P0P6M	NA	NA	NA	2019-03-11	1065	10902040	186374	13000	00:17:45	4564	3024
6	154	5	06_05	Public shaming	March 17, 2019	0.95	precovid	Yq7Eh6JTKIg	https://www.youtube.com/watch?v=Yq7Eh6JTKIg	NA	NA	NA	2019-03-18	1605	19738538	286496	29000	00:26:45	7204	4787
6	155	6	06_06	WWE	March 31, 2019	0.87	precovid	m8UQ4O7UiDs	https://www.youtube.com/watch?v=m8UQ4O7UiDs	NA	NA	NA	2019-04-01	1386	14373893	236935	18000	00:23:06	5811	3771
6	156	7	06_07	Mobile homes	April 7, 2019	0.92	precovid	jCC8fPQOaxU	https://www.youtube.com/watch?v=jCC8fPQOaxU	NA	NA	NA	2019-04-08	939	10016829	163644	13000	00:15:39	4207	2717
6	157	8	06_08	Opioids II	April 14, 2019	1.34	precovid	-qCKR6wy94U	https://www.youtube.com/watch?v=-qCKR6wy94U	NA	NA	NA	2019-04-15	1280	10441286	156324	9200	00:21:20	5680	3592
6	158	9	06_09	Mueller report	April 21, 2019	1.31	precovid	YMBj_tU7HRU	https://www.youtube.com/watch?v=YMBj_tU7HRU	NA	NA	NA	2019-04-22	910	8780432	127782	9600	00:15:10	4204	2583
6	159	10	06_10	Lethal injections	May 5, 2019	1.2	precovid	0lTczPEG8iI	https://www.youtube.com/watch?v=0lTczPEG8iI	NA	NA	NA	2019-05-06	1162	7398280	150419	18000	00:19:22	5198	3257
6	160	11	06_11	Green New Deal	May 12, 2019	1.16	precovid	JDcro7dPqpA	https://www.youtube.com/watch?v=JDcro7dPqpA	NA	NA	NA	2019-05-13	1168	9603857	190156	18000	00:19:28	4986	3245
6	161	12	06_12	Death investigations	May 19, 2019	1.63	precovid	hnoMsftQPY8	https://www.youtube.com/watch?v=hnoMsftQPY8	NA	NA	NA	2019-05-20	1340	10207113	128738	7200	00:22:20	5981	3735
6	162	13	06_13	Medical devices	June 2, 2019	0.9	precovid	-tIdzNlExrw	https://www.youtube.com/watch?v=-tIdzNlExrw	NA	NA	NA	2019-06-03	1145	7488739	115102	5700	00:19:05	5346	3358
6	163	14	06_14	Equal rights amendment	June 9, 2019	0.77	precovid	bCBYJZ6QbUI	https://www.youtube.com/watch?v=bCBYJZ6QbUI	NA	NA	NA	2019-06-10	940	6452244	117919	11000	00:15:40	4260	2714
6	164	15	06_15	Impeachment	June 16, 2019	0.92	precovid	zxT8CM8XntA	https://www.youtube.com/watch?v=zxT8CM8XntA	NA	NA	NA	2019-06-17	1221	9832383	143691	14000	00:20:21	5649	3617
6	165	16	06_16	Mount Everest	June 23, 2019	0.92	precovid	Bchx0mS7XOY	https://www.youtube.com/watch?v=Bchx0mS7XOY	NA	NA	NA	2019-06-24	1322	12048453	181285	11000	00:22:02	5504	3599
6	166	17	06_17	Warehouses	June 30, 2019	0.84	precovid	d9m7d07k22A	https://www.youtube.com/watch?v=d9m7d07k22A	NA	NA	NA	2019-07-01	1278	13852030	191458	20000	00:21:18	5697	3700
6	167	18	06_18	Boris Johnson	July 28, 2019	0.71	precovid	dXyO_MC9g3k	https://www.youtube.com/watch?v=dXyO_MC9g3k	NA	NA	NA	2019-07-29	1323	12614140	184281	14000	00:22:03	5304	3441
6	168	19	06_19	Prison labor	August 4, 2019	0.81	precovid	AjqaNQ018zU	https://www.youtube.com/watch?v=AjqaNQ018zU	NA	NA	NA	2019-08-05	1089	7280079	139372	13000	00:18:09	5085	3313
6	169	20	06_20	Gurbanguly Berdimuhamedow	August 11, 2019	0.85	precovid	-9QYu8LtH2E	https://www.youtube.com/watch?v=-9QYu8LtH2E	NA	NA	NA	2019-08-12	1241	14673956	273807	15000	00:20:41	5020	3133
6	170	21	06_21	Bias in medicine	August 18, 2019	0.92	precovid	TATSAHJKRd8	https://www.youtube.com/watch?v=TATSAHJKRd8	NA	NA	NA	2019-08-19	1357	8656133	150902	17000	00:22:37	5685	3715
6	171	22	06_22	Filibuster	September 8, 2019	0.74	precovid	3y1QA6OeAcQ	https://www.youtube.com/watch?v=3y1QA6OeAcQ	NA	NA	NA	2019-09-09	1146	7922080	127489	8100	00:19:06	4960	3177
6	172	23	06_23	Legal immigration	September 15, 2019	0.65	precovid	tXqnRMU1fTs	https://www.youtube.com/watch?v=tXqnRMU1fTs	NA	NA	NA	2019-09-16	1182	8390715	159547	14000	00:19:42	5304	3466
6	173	24	06_24	Compounding pharmacies	September 29, 2019	0.82	precovid	Nuzi7LlSDVo	https://www.youtube.com/watch?v=Nuzi7LlSDVo	NA	NA	NA	2019-09-30	1154	6619072	118181	7300	00:19:14	5025	3148
6	174	25	06_25	One Child Policy	October 6, 2019	0.81	precovid	SE_ccFHjL_w	https://www.youtube.com/watch?v=SE_ccFHjL_w	NA	NA	NA	2019-10-07	1385	8236205	139754	13000	00:23:05	6011	3751
6	175	26	06_26	Weather	October 13, 2019	0.78	precovid	qMGn9T37eR8	https://www.youtube.com/watch?v=qMGn9T37eR8	NA	NA	NA	2019-10-14	986	7810031	132448	6000	00:16:26	4361	2686
6	176	27	06_27	Trump & Syria	October 27, 2019	0.89	precovid	2u_pZ-SgACk	https://www.youtube.com/watch?v=2u_pZ-SgACk	NA	NA	NA	2019-10-28	1182	9243322	154473	14000	00:19:42	5125	3303
6	177	28	06_28	Voting machines	November 3, 2019	0.72	precovid	svEuG_ekNT0	https://www.youtube.com/watch?v=svEuG_ekNT0	NA	NA	NA	2019-11-04	1162	6151706	100154	11000	00:19:22	5008	3234
6	178	29	06_29	SLAPP suits	November 10, 2019	0.73	precovid	UN8bJb8biZU	https://www.youtube.com/watch?v=UN8bJb8biZU	NA	NA	NA	2019-11-11	1584	23309372	428919	34000	00:26:24	6203	4042
6	179	30	06_30	The Census	November 17, 2019	0.88	precovid	1aheRpmurAo	https://www.youtube.com/watch?v=1aheRpmurAo	NA	NA	NA	2019-11-18	1058	6595349	108692	6700	00:17:38	4547	2848
7	180	1	07_01	Medicare for All	February 16, 2020	0.82	precovid	7Z2XRg3dy9k	https://www.youtube.com/watch?v=7Z2XRg3dy9k	NA	NA	NA	2020-02-17	1194	11397457	241465	40000	00:19:54	5188	3285
7	181	2	07_02	Modi	February 23, 2020	0.75	precovid	qVIXUhZ2AWs	https://www.youtube.com/watch?v=qVIXUhZ2AWs	NA	NA	NA	2020-02-24	1127	13753829	396995	76000	00:18:47	4851	3076
7	182	3	07_03	Coronavirus	March 1, 2020	0.93	precovid	c09m5f7Gnic	https://www.youtube.com/watch?v=c09m5f7Gnic	NA	aligned	NA	2020-03-02	1209	15881093	306985	24000	00:20:09	5122	3299
7	183	4	07_04	Sheriffs	March 8, 2020	0.95	precovid	v_kak7kAdNw	https://www.youtube.com/watch?v=v_kak7kAdNw	NA	NA	NA	2020-03-09	993	9574387	154331	9200	00:16:33	4197	2669
7	184	5	07_05	Coronavirus II	March 15, 2020	0.89	covid	_066dEkycr4	https://www.youtube.com/watch?v=_066dEkycr4	NA	aligned	NA	2020-03-16	1331	12651268	358978	35000	00:22:11	5493	3589
7	185	6	07_06	Coronavirus III	March 29, 2020	0.97	covid	ElIf2DBrWzU	https://www.youtube.com/watch?v=ElIf2DBrWzU	NA	aligned	NA	2020-03-30	1168	10591815	300252	35000	00:19:28	4778	3026
7	186	7	07_07	OAN	April 5, 2020	0.97	covid	UnSILVWDKL8	https://www.youtube.com/watch?v=UnSILVWDKL8	NA	NA	NA	2020-04-06	1086	12125810	277785	34000	00:18:06	4550	2922
7	187	8	07_08	Coronavirus IV	April 12, 2020	0.91	covid	6s4Bx7mzNkM	https://www.youtube.com/watch?v=6s4Bx7mzNkM	NA	NA	NA	2020-04-13	1238	8859770	199940	25000	00:20:38	5426	3482
7	188	9	07_09	Coronavirus V	April 19, 2020	1.04	covid	dRFbwjwQ4VE	https://www.youtube.com/watch?v=dRFbwjwQ4VE	NA	NA	NA	2020-04-20	1258	9105230	240766	27000	00:20:58	5568	3576
7	189	10	07_10	Coronavirus VI	May 3, 2020	0.95	covid	7rl4c-jr7g0	https://www.youtube.com/watch?v=7rl4c-jr7g0	NA	NA	NA	2020-05-04	1394	8435610	165587	19000	00:23:14	6370	4084
7	190	11	07_11	USPS	May 10, 2020	0.83	covid	IoL8g0W9gAQ	https://www.youtube.com/watch?v=IoL8g0W9gAQ	NA	NA	NA	2020-05-11	1094	8215636	201974	15000	00:18:14	4889	3088
7	191	12	07_12	Coronavirus VII	May 17, 2020	0.9	covid	z4gBMw64aqk	https://www.youtube.com/watch?v=z4gBMw64aqk	NA	NA	NA	2020-05-18	1305	7859753	177324	18000	00:21:45	5936	3803
7	192	13	07_13	Voting by mail	May 31, 2020	0.83	covid	l-nEHkgm_Gk	https://www.youtube.com/watch?v=l-nEHkgm_Gk	NA	aligned	NA	2020-06-01	1151	9300722	170629	19000	00:19:11	5747	3699
7	193	14	07_14	Police	June 7, 2020	0.8	covid	Wf4cea5oObY	https://www.youtube.com/watch?v=Wf4cea5oObY	NA	NA	NA	2020-06-08	2013	16907456	544304	52000	00:33:33	9429	5846
7	194	15	07_15	Facial recognition	June 14, 2020	0.67	covid	jZjmlJPJgug	https://www.youtube.com/watch?v=jZjmlJPJgug	NA	NA	NA	2020-06-15	1271	10412879	194298	14000	00:21:11	6218	3852
7	195	16	07_16	Coronavirus VIII	June 21, 2020	0.86	covid	MuxnH0VAkAM	https://www.youtube.com/watch?v=MuxnH0VAkAM	NA	aligned	NA	2020-06-22	1113	5515032	134232	11000	00:18:33	5172	3245
7	196	17	07_17	Coronavirus IX	June 28, 2020	0.88	covid	R652nwUcJRA	https://www.youtube.com/watch?v=R652nwUcJRA	NA	NA	NA	2020-06-29	1139	7789990	143545	20000	00:18:59	5235	3275
7	197	18	07_18	Coronavirus X	July 19, 2020	0.86	covid	0b_eHBZLM6U	https://www.youtube.com/watch?v=0b_eHBZLM6U	NA	NA	NA	2020-07-20	1339	12453661	267639	34000	00:22:19	6237	3915
7	198	19	07_19	China & Uighurs	July 26, 2020	0.73	covid	17oCQakzIl8	https://www.youtube.com/watch?v=17oCQakzIl8	NA	NA	NA	2020-07-27	1252	10330885	277839	39000	00:20:52	5847	3594
7	199	20	07_20	United States history	August 2, 2020	0.88	covid	hsxukOPEdgg	https://www.youtube.com/watch?v=hsxukOPEdgg	NA	NA	NA	2020-08-03	1709	9310147	256506	30000	00:28:29	8099	5146
7	200	21	07_21	Juries	August 16, 2020	0.66	covid	1f2iawp0y5Y	https://www.youtube.com/watch?v=1f2iawp0y5Y	NA	NA	NA	2020-08-17	1237	7864634	140810	12000	00:20:37	6226	3968
7	201	22	07_22	Border Wall II	August 23, 2020	0.82	covid	3ZRE6uVMDAo	https://www.youtube.com/watch?v=3ZRE6uVMDAo	NA	NA	non-autogen(?)	2020-08-24	1293	6359575	172808	12000	00:21:33	NA	NA
7	202	23	07_23	RNC 2020 & Kenosha	August 30, 2020	0.83	covid	rBu0BRTx2x8	https://www.youtube.com/watch?v=rBu0BRTx2x8	NA	NA	NA	2020-08-31	1210	9187872	256911	37000	00:20:10	5724	3560
7	203	24	07_24	The Supreme Court	September 27, 2020	0.75	covid	pkpfFuiZkcs	https://www.youtube.com/watch?v=pkpfFuiZkcs	NA	NA	NA	2020-09-28	1272	8599587	192798	29000	00:21:12	6321	3865
7	204	25	07_25	Election 2020	October 4, 2020	0.73	covid	AytDzZ2ecCc	https://www.youtube.com/watch?v=AytDzZ2ecCc	NA	NA	NA	2020-10-05	1230	5690559	148941	15000	00:20:30	NA	NA
7	205	26	07_26	The World Health Organization	October 18, 2020	0.81	covid	7g0Jh4h5E1E	https://www.youtube.com/watch?v=7g0Jh4h5E1E	NA	NA	NA	2020-10-19	1110	6829397	163215	14000	00:18:30	NA	NA
7	206	27	07_27	Asylum	October 25, 2020	0.88	covid	xtdU5RPDZqI	https://www.youtube.com/watch?v=xtdU5RPDZqI	NA	NA	NA	2020-10-26	1284	5208148	128901	12000	00:21:24	NA	NA
7	207	28	07_28	Trump & the Coronavirus	November 1, 2020	0.67	covid	IuVo4fnpLC8	https://www.youtube.com/watch?v=IuVo4fnpLC8	NA	NA	NA	2020-11-02	1270	9431547	197618	18000	00:21:10	NA	NA
7	208	29	07_29	Election results 2020	November 8, 2020	1.06	covid	LyC855KdBKo	https://www.youtube.com/watch?v=LyC855KdBKo	NA	NA	NA	2020-11-09	1625	14784641	288642	28000	00:27:05	7217	4666
7	209	30	07_30	Trump & election results	November 15, 2020	0.93	covid	cMz_sTgoydQ	https://www.youtube.com/watch?v=cMz_sTgoydQ	NA	NA	NA	2020-11-16	1078	9921256	213363	22000	00:17:58	NA	NA
8	210	1	08_01	The next pandemic	February 14, 2021	0.69	covid	_v-U3K1sw9U	https://www.youtube.com/watch?v=_v-U3K1sw9U	NA	NA	NA	2021-02-15	1228	9563529	205018	20000	00:20:28	5640	3552
8	211	2	08_02	Meatpacking	February 21, 2021	0.75	covid	IhO1FcjDMV4	https://www.youtube.com/watch?v=IhO1FcjDMV4	NA	NA	NA	2021-02-22	1122	7545326	168706	17000	00:18:42	5295	3350
8	212	3	08_03	Raids	February 28, 2021	0.66	covid	WYdi1bL6s10	https://www.youtube.com/watch?v=WYdi1bL6s10	NA	NA	NA	2021-03-01	1555	5026024	188752	19000	00:25:55	7048	4466
8	213	4	08_04	Unemployment	March 7, 2021	0.59	covid	jm9YKT0dItk	https://www.youtube.com/watch?v=jm9YKT0dItk	NA	NA	NA	2021-03-08	1273	6977251	141498	15000	00:21:13	5844	3631
8	214	5	08_05	Tucker Carlson	March 14, 2021	0.57	covid	XMGxxRRtmHc	https://www.youtube.com/watch?v=XMGxxRRtmHc	NA	NA	NA	2021-03-15	1493	19031792	364647	56000	00:24:53	7386	4640
8	215	6	08_06	Plastics	March 21, 2021	0.69	covid	Fiu9GSOmt8E	https://www.youtube.com/watch?v=Fiu9GSOmt8E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	216	7	08_07	The national debt	April 4, 2021	0.73	covid	yq_E3HquRJY	https://www.youtube.com/watch?v=yq_E3HquRJY	NA	NA	NA	2021-04-05	1346	7647772	170950	18000	00:22:26	NA	NA
8	217	8	08_08	Long-term care	April 11, 2021	0.72	covid	2xlol-SNQRU	https://www.youtube.com/watch?v=2xlol-SNQRU	NA	NA	NA	2021-04-12	1361	5554608	96626	10000	00:22:41	6699	4159
8	218	9	08_09	Bankruptcy	April 18, 2021	0.69	covid	GzFG0Cdh8D8	https://www.youtube.com/watch?v=GzFG0Cdh8D8	NA	NA	NA	2021-04-19	1272	6323014	119104	9600	00:21:12	5869	3733
8	219	10	08_10	Covid vaccines	May 2, 2021	0.85	covid	gPHgRp70H8o	https://www.youtube.com/watch?v=gPHgRp70H8o	NA	NA	NA	2021-05-03	1467	8040716	176156	30000	00:24:27	6687	4271
8	220	11	08_11	Hair	May 9, 2021	0.74	covid	Uf1c0tEGfrU	https://www.youtube.com/watch?v=Uf1c0tEGfrU	NA	NA	NA	2021-05-10	1463	6243144	169253	25000	00:24:23	6805	4503
8	221	12	08_12	Stand your ground	May 16, 2021	0.8	covid	vTF-Kz_7L0c	https://www.youtube.com/watch?v=vTF-Kz_7L0c	NA	aligned	NA	2021-05-17	1158	6606123	161883	25000	00:19:18	5360	3500
8	222	13	08_13	Sponsored content	May 23, 2021	0.77	covid	sIi_QS1tdFM	https://www.youtube.com/watch?v=sIi_QS1tdFM	NA	NA	NA	2021-05-24	1282	7159970	180463	12000	00:21:22	5797	3693
8	223	14	08_14	Asian Americans	June 6, 2021	0.64	covid	29lXsOYBaow	https://www.youtube.com/watch?v=29lXsOYBaow	NA	NA	NA	2021-06-07	1622	6308405	154164	17000	00:27:02	7788	4725
8	224	15	08_15	Prison heat	June 13, 2021	0.63	covid	6fiRDJLjL94	https://www.youtube.com/watch?v=6fiRDJLjL94	NA	NA	NA	2021-06-14	805	4062133	106770	11000	00:13:25	3688	2385
8	225	16	08_16	PACE	June 20, 2021	0.63	covid	zv8ZPFOxJEc	https://www.youtube.com/watch?v=zv8ZPFOxJEc	NA	NA	NA	2021-06-21	1314	5139513	105585	9200	00:21:54	6268	3970
8	226	17	08_17	Health care sharing	June 27, 2021	0.56	covid	oFetFqrVBNc	https://www.youtube.com/watch?v=oFetFqrVBNc	NA	NA	NA	2021-06-28	1373	5461757	109111	11000	00:22:53	6283	3947
8	227	18	08_18	Housing discrimination	July 25, 2021	0.43	covid	_-0J49_9lwc	https://www.youtube.com/watch?v=_-0J49_9lwc	NA	NA	NA	2021-07-26	1927	7503040	135835	15000	00:32:07	8636	5485
8	228	19	08_19	Emergency medical services	August 1, 2021	0.51	covid	Ezv8sdTLxKo	https://www.youtube.com/watch?v=Ezv8sdTLxKo	NA	NA	NA	2021-08-02	1300	4192049	104850	13000	00:21:40	5810	3671
8	229	20	08_20	Opioids III	August 8, 2021	0.56	covid	uaCaIhfETsM	https://www.youtube.com/watch?v=uaCaIhfETsM	NA	aligned	NA	2021-08-09	1440	6040712	134414	10000	00:24:00	6427	4066
8	230	21	08_21	Ransomware	August 15, 2021	0.55	covid	WqD-ATqw3js	https://www.youtube.com/watch?v=WqD-ATqw3js	NA	NA	vietnamese???	2021-08-16	1327	5578912	105974	7900	00:22:07	3681	2446
8	231	22	08_22	Afghanistan	August 22, 2021	0.6	covid	dykZyuWci3g	https://www.youtube.com/watch?v=dykZyuWci3g	NA	NA	dutch????	2021-08-23	1419	4949772	171680	14000	00:23:39	6081	4074
8	232	23	08_23	Alexander Lukashenko	September 12, 2021	0.6	post_covid	27FpoRiStgk	https://www.youtube.com/watch?v=27FpoRiStgk	NA	aligned	NA	2021-09-13	1121	8191182	185992	10000	00:18:41	4985	3065
8	233	24	08_24	Voting rights	September 26, 2021	0.59	post_covid	EN9OdruH_qM	https://www.youtube.com/watch?v=EN9OdruH_qM	NA	NA	NA	2021-09-27	1188	4231429	108014	11000	00:19:48	5344	3384
8	234	25	08_25	PFAS	October 3, 2021	0.42	post_covid	9W74aeuqsiU	https://www.youtube.com/watch?v=9W74aeuqsiU	NA	NA	NA	2021-10-04	1198	6154557	154887	9400	00:19:58	5365	3483
8	235	26	08_26	Misinformation	October 10, 2021	0.42	post_covid	l5jtFqWq5iU	https://www.youtube.com/watch?v=l5jtFqWq5iU	NA	NA	NA	2021-10-11	1201	7202978	165118	14000	00:20:01	5433	3328
8	236	27	08_27	Taiwan	October 24, 2021	0.55	post_covid	9Y18-07g39g	https://www.youtube.com/watch?v=9Y18-07g39g	NA	NA	NA	2021-10-25	1338	9669637	228976	21000	00:22:18	5805	3603
8	237	28	08_28	Homelessness	October 31, 2021	0.43	post_covid	liptMbjF3EE	https://www.youtube.com/watch?v=liptMbjF3EE	NA	NA	NA	2021-11-01	1496	7197128	160793	18000	00:24:56	6817	4341
8	238	29	08_29	The power grid	November 7, 2021	0.47	post_covid	qBpiXcyB7wU	https://www.youtube.com/watch?v=qBpiXcyB7wU	NA	NA	NA	2021-11-08	1349	6913322	145585	12000	00:22:29	6055	3822
8	239	30	08_30	Union busting	November 14, 2021	0.56	post_covid	Gk8dUXRpoy8	https://www.youtube.com/watch?v=Gk8dUXRpoy8	NA	NA	NA	2021-11-15	1417	7177315	158483	14000	00:23:37	6225	3980
9	240	1	09_01	Critical race theory	February 20, 2022	0.59	post_covid	EICp1vGlh_U	https://www.youtube.com/watch?v=EICp1vGlh_U	NA	NA	NA	2022-02-21	1687	11032286	234516	37000	00:28:07	7844	4992
9	241	2	09_02	Sex work	February 27, 2022	0.48	post_covid	-gd8yUptg0Q	https://www.youtube.com/watch?v=-gd8yUptg0Q	NA	NA	NA	2022-02-28	1518	4684500	135739	11000	00:25:18	7077	4459
9	242	3	09_03	Wrongful convictions	March 6, 2022	0.58	post_covid	kpYYdCzTpps	https://www.youtube.com/watch?v=kpYYdCzTpps	NA	NA	NA	2022-03-07	1285	4608210	107764	8800	00:21:25	6173	3942
9	243	4	09_04	Tickets	March 13, 2022	0.66	post_covid	-_Y7uqqEFnY	https://www.youtube.com/watch?v=-_Y7uqqEFnY	NA	NA	NA	2022-03-14	1189	6240583	122038	7000	00:19:49	5619	3687
9	244	5	09_05	Harm reduction	March 27, 2022	0.46	post_covid	RMpCGD7b_H4	https://www.youtube.com/watch?v=RMpCGD7b_H4	NA	NA	NA	2022-03-28	1076	4968841	111337	9100	00:17:56	5115	3146
9	245	6	09_06	Trucks	April 3, 2022	0.47	post_covid	phieTCxQRLA	https://www.youtube.com/watch?v=phieTCxQRLA	NA	NA	NA	2022-04-04	1442	8458720	163370	13000	00:24:02	6248	4145
9	246	7	09_07	Data brokers	April 10, 2022	0.49	post_covid	wqn3gR1WTcA	https://www.youtube.com/watch?v=wqn3gR1WTcA	NA	NA	NA	2022-04-11	1509	9100693	199822	9600	00:25:09	6829	4399
9	247	8	09_08	Police interrogations	April 17, 2022	0.66	post_covid	obCNQ0xksZ4	https://www.youtube.com/watch?v=obCNQ0xksZ4	NA	NA	NA	2022-04-18	1482	6651790	135636	10000	00:24:42	6363	4077
9	248	9	09_09	Environmental racism	May 1, 2022	0.57	post_covid	-v0XiUQlRLw	https://www.youtube.com/watch?v=-v0XiUQlRLw	NA	aligned	NA	2022-05-02	1311	5076650	108691	7800	00:21:51	6108	3899
9	249	10	09_10	Philippines elections	May 8, 2022	0.56	post_covid	FtdVglihDok	https://www.youtube.com/watch?v=FtdVglihDok	NA	NA	NA	2022-05-09	1229	5794181	145925	23000	00:20:29	5468	3410
